relative_im_path,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,test
car_ims/000198.jpg,5,109,385,255,2,1
car_ims/000199.jpg,55,62,204,178,2,1
car_ims/000200.jpg,17,52,376,289,2,1
car_ims/000201.jpg,45,86,532,334,2,1
car_ims/000202.jpg,32,126,997,627,2,1
car_ims/000203.jpg,104,11,1997,1144,2,1
car_ims/000204.jpg,13,27,778,368,2,1
car_ims/000205.jpg,14,79,242,166,2,1
car_ims/000206.jpg,12,68,285,193,2,1
car_ims/000207.jpg,30,76,360,202,2,1
car_ims/000208.jpg,73,41,422,296,2,1
car_ims/000209.jpg,19,156,595,468,2,1
car_ims/000210.jpg,1,65,271,180,2,1
car_ims/000211.jpg,16,58,597,361,2,1
car_ims/000212.jpg,123,34,714,436,2,1
car_ims/000213.jpg,78,146,472,347,2,1
car_ims/000214.jpg,32,71,548,281,2,1
car_ims/000215.jpg,43,74,581,350,2,1
car_ims/000216.jpg,51,54,246,186,2,1
car_ims/000217.jpg,17,53,230,171,2,1
car_ims/000218.jpg,128,159,879,521,2,1
car_ims/000219.jpg,153,152,802,480,2,1
car_ims/000220.jpg,89,182,719,467,2,1
car_ims/000221.jpg,52,94,470,304,2,1
car_ims/000222.jpg,16,9,289,193,2,1
car_ims/000223.jpg,121,133,674,544,2,1
car_ims/000224.jpg,56,53,250,192,2,1
car_ims/000225.jpg,52,28,546,336,2,1
car_ims/000226.jpg,157,47,796,315,2,1
car_ims/000227.jpg,44,58,389,312,2,1
car_ims/000228.jpg,65,33,485,351,2,1
car_ims/000229.jpg,39,64,386,246,2,1
car_ims/000230.jpg,73,69,542,373,2,1
car_ims/000231.jpg,22,84,779,466,2,1
car_ims/000232.jpg,49,97,396,260,2,1
car_ims/000233.jpg,14,165,574,387,2,1
car_ims/000234.jpg,10,142,478,348,2,1
car_ims/000235.jpg,17,92,288,198,2,1
car_ims/000236.jpg,12,101,637,383,2,1
car_ims/000237.jpg,19,23,698,284,2,1
car_ims/000238.jpg,168,172,877,592,2,1
car_ims/000239.jpg,9,22,248,173,2,1
car_ims/000240.jpg,147,215,1468,786,3,0
car_ims/000241.jpg,24,341,1001,696,3,0
car_ims/000242.jpg,30,26,589,373,3,0
car_ims/000243.jpg,57,50,388,218,3,0
car_ims/000244.jpg,58,146,943,553,3,0
car_ims/000245.jpg,45,79,795,507,3,0
car_ims/000246.jpg,66,277,932,564,3,0
car_ims/000247.jpg,62,220,992,667,3,0
car_ims/000248.jpg,62,149,560,323,3,0
car_ims/000249.jpg,30,152,602,421,3,0
car_ims/000250.jpg,51,71,588,375,3,0
car_ims/000251.jpg,18,69,485,260,3,0
car_ims/000252.jpg,39,47,452,227,3,0
car_ims/000253.jpg,71,145,629,460,3,0
car_ims/000254.jpg,48,59,612,432,3,0
car_ims/000255.jpg,13,46,488,295,3,0
car_ims/000256.jpg,62,176,400,330,3,0
car_ims/000257.jpg,18,149,621,354,3,0
car_ims/000258.jpg,9,97,493,252,3,0
car_ims/000259.jpg,89,134,1194,699,3,0
car_ims/000260.jpg,23,94,402,269,3,0
car_ims/000261.jpg,29,444,1253,928,3,0
car_ims/000262.jpg,22,88,479,312,3,0
car_ims/000263.jpg,69,8,432,325,3,0
car_ims/000264.jpg,16,55,560,382,3,0
car_ims/000265.jpg,37,93,608,404,3,0
car_ims/000266.jpg,56,23,776,372,3,0
car_ims/000267.jpg,78,153,594,421,3,0
car_ims/000268.jpg,66,114,597,407,3,0
car_ims/000269.jpg,185,495,1497,964,3,0
car_ims/000270.jpg,39,29,470,286,3,0
car_ims/000271.jpg,33,182,617,386,3,0
car_ims/000272.jpg,107,261,893,610,3,0
car_ims/000273.jpg,5,36,623,357,3,0
car_ims/000274.jpg,73,86,441,306,3,0
car_ims/000275.jpg,42,170,591,389,3,0
car_ims/000276.jpg,2,50,617,488,3,0
car_ims/000277.jpg,14,135,605,445,3,0
car_ims/000278.jpg,31,75,480,308,3,0
car_ims/000279.jpg,69,83,544,372,3,0
car_ims/000280.jpg,63,106,435,329,3,0
car_ims/000281.jpg,58,85,532,433,3,0
car_ims/000282.jpg,28,127,477,302,3,1
car_ims/000283.jpg,16,29,782,330,3,1
car_ims/000284.jpg,9,2,792,404,3,1
car_ims/000285.jpg,23,120,573,340,3,1
car_ims/000286.jpg,118,46,474,301,3,1
car_ims/000287.jpg,34,118,555,380,3,1
car_ims/000288.jpg,29,42,593,394,3,1
car_ims/000289.jpg,15,35,443,272,3,1
car_ims/000290.jpg,18,27,625,436,3,1
car_ims/000291.jpg,20,157,432,309,3,1
car_ims/000292.jpg,30,56,418,301,3,1
car_ims/000293.jpg,32,26,475,213,3,1
car_ims/000294.jpg,29,33,624,331,3,1
car_ims/000295.jpg,21,41,786,297,3,1
car_ims/000296.jpg,42,133,681,447,3,1
car_ims/000297.jpg,55,262,994,602,3,1
car_ims/000298.jpg,49,268,988,702,3,1
car_ims/000299.jpg,21,34,472,309,3,1
car_ims/000300.jpg,68,166,1151,704,3,1
car_ims/000301.jpg,11,65,484,304,3,1
car_ims/000302.jpg,555,520,2755,1743,3,1
car_ims/000303.jpg,18,187,996,704,3,1
car_ims/000304.jpg,63,110,710,451,3,1
car_ims/000305.jpg,64,187,959,617,3,1
car_ims/000306.jpg,40,157,482,311,3,1
car_ims/000307.jpg,159,179,1320,780,3,1
car_ims/000308.jpg,26,129,586,334,3,1
car_ims/000309.jpg,19,151,630,404,3,1
car_ims/000310.jpg,32,74,613,368,3,1
car_ims/000311.jpg,145,337,1786,1027,3,1
car_ims/000312.jpg,21,160,488,301,3,1
car_ims/000313.jpg,114,124,923,587,3,1
car_ims/000314.jpg,10,80,468,320,3,1
car_ims/000315.jpg,69,105,412,280,3,1
car_ims/000316.jpg,29,122,1760,871,3,1
car_ims/000317.jpg,13,29,795,350,3,1
car_ims/000318.jpg,39,82,467,278,3,1
car_ims/000319.jpg,25,31,505,306,3,1
car_ims/000320.jpg,17,127,438,274,3,1
car_ims/000321.jpg,54,115,434,269,3,1
car_ims/000322.jpg,53,115,465,351,3,1
car_ims/000323.jpg,40,119,466,364,3,1
car_ims/000324.jpg,101,314,894,612,4,0
car_ims/000325.jpg,19,49,283,191,4,0
car_ims/000326.jpg,105,91,528,338,4,0
car_ims/000327.jpg,126,227,885,551,4,0
car_ims/000328.jpg,9,36,293,180,4,0
car_ims/000329.jpg,4,7,299,124,4,0
car_ims/000330.jpg,69,50,204,156,4,0
car_ims/000331.jpg,31,119,404,248,4,0
car_ims/000332.jpg,26,118,1009,541,4,0
car_ims/000333.jpg,57,35,222,144,4,0
car_ims/000334.jpg,26,37,241,166,4,0
car_ims/000335.jpg,22,83,415,322,4,0
car_ims/000336.jpg,27,9,270,128,4,0
car_ims/000337.jpg,25,56,450,316,4,0
car_ims/000338.jpg,172,393,1713,1063,4,0
car_ims/000339.jpg,142,124,675,445,4,0
car_ims/000340.jpg,39,89,457,334,4,0
car_ims/000341.jpg,20,216,562,391,4,0
car_ims/000342.jpg,93,101,404,274,4,0
car_ims/000343.jpg,34,53,270,139,4,0
car_ims/000344.jpg,45,62,247,190,4,0
car_ims/000345.jpg,115,507,2457,1658,4,0
car_ims/000346.jpg,33,67,404,283,4,0
car_ims/000347.jpg,20,7,239,174,4,0
car_ims/000348.jpg,52,35,246,174,4,0
car_ims/000349.jpg,7,74,292,200,4,0
car_ims/000350.jpg,5,25,271,177,4,0
car_ims/000351.jpg,68,48,235,162,4,0
car_ims/000352.jpg,15,58,246,139,4,0
car_ims/000353.jpg,20,45,252,153,4,0
car_ims/000354.jpg,35,79,271,185,4,0
car_ims/000355.jpg,32,49,363,222,4,0
car_ims/000356.jpg,24,38,246,172,4,0
car_ims/000357.jpg,50,162,640,425,4,0
car_ims/000358.jpg,36,185,990,629,4,0
car_ims/000359.jpg,118,78,599,419,4,0
car_ims/000360.jpg,38,29,380,177,4,0
car_ims/000361.jpg,37,67,237,168,4,0
car_ims/000362.jpg,19,63,307,170,4,0
car_ims/000363.jpg,11,8,270,160,4,0
car_ims/000364.jpg,8,37,294,150,4,0
car_ims/000365.jpg,13,30,285,182,4,1
car_ims/000366.jpg,281,141,1300,866,4,1
car_ims/000367.jpg,40,41,278,151,4,1
car_ims/000368.jpg,467,620,4238,2192,4,1
car_ims/000369.jpg,36,80,851,563,4,1
car_ims/000370.jpg,15,25,290,176,4,1
car_ims/000371.jpg,34,75,375,295,4,1
car_ims/000372.jpg,57,210,593,403,4,1
car_ims/000373.jpg,74,75,574,334,4,1
car_ims/000374.jpg,13,43,243,167,4,1
car_ims/000375.jpg,61,27,889,333,4,1
car_ims/000376.jpg,126,269,909,605,4,1
car_ims/000377.jpg,100,76,697,449,4,1
car_ims/000378.jpg,64,193,625,503,4,1
car_ims/000379.jpg,31,43,246,146,4,1
car_ims/000380.jpg,31,16,237,160,4,1
car_ims/000381.jpg,66,61,272,159,4,1
car_ims/000382.jpg,114,79,500,346,4,1
car_ims/000383.jpg,10,45,258,164,4,1
car_ims/000384.jpg,23,14,250,151,4,1
car_ims/000385.jpg,346,264,1155,800,4,1
car_ims/000386.jpg,83,95,353,280,4,1
car_ims/000387.jpg,31,7,893,347,4,1
car_ims/000388.jpg,62,98,274,205,4,1
car_ims/000389.jpg,42,68,337,195,4,1
car_ims/000390.jpg,166,139,611,353,4,1
car_ims/000391.jpg,85,581,1505,1043,4,1
car_ims/000392.jpg,91,214,955,604,4,1
car_ims/000393.jpg,12,21,393,290,4,1
car_ims/000394.jpg,53,99,420,245,4,1
car_ims/000395.jpg,7,13,208,134,4,1
car_ims/000396.jpg,25,221,702,453,4,1
car_ims/000397.jpg,56,80,594,365,4,1
car_ims/000398.jpg,14,88,404,264,4,1
car_ims/000399.jpg,10,8,294,120,4,1
car_ims/000400.jpg,47,64,270,176,4,1
car_ims/000401.jpg,7,15,147,105,4,1
car_ims/000402.jpg,78,187,959,560,4,1
car_ims/000403.jpg,52,53,748,487,4,1
car_ims/000404.jpg,21,42,227,159,4,1
car_ims/000405.jpg,181,51,427,232,5,0
car_ims/000406.jpg,89,128,515,361,5,0
car_ims/000407.jpg,58,72,763,529,5,0
car_ims/000408.jpg,131,42,500,349,5,0
car_ims/000409.jpg,36,103,544,310,5,0
car_ims/000410.jpg,10,34,627,322,5,0
car_ims/000411.jpg,90,189,1495,820,5,0
car_ims/000412.jpg,9,184,740,499,5,0
car_ims/000413.jpg,146,73,486,236,5,0
car_ims/000414.jpg,17,152,476,367,5,0
car_ims/000415.jpg,38,201,761,452,5,0
car_ims/000416.jpg,1,60,630,379,5,0
car_ims/000417.jpg,29,78,734,396,5,0
car_ims/000418.jpg,91,175,567,410,5,0
car_ims/000419.jpg,89,68,483,310,5,0
car_ims/000420.jpg,63,66,566,299,5,0
car_ims/000421.jpg,58,73,570,387,5,0
car_ims/000422.jpg,6,63,571,303,5,0
car_ims/000423.jpg,42,96,612,353,5,0
car_ims/000424.jpg,282,154,592,336,5,0
car_ims/000425.jpg,97,2,599,409,5,0
car_ims/000426.jpg,229,96,417,211,5,0
car_ims/000427.jpg,43,160,774,541,5,0
car_ims/000428.jpg,91,121,574,357,5,0
car_ims/000429.jpg,42,4,750,469,5,0
car_ims/000430.jpg,101,162,882,650,5,0
car_ims/000431.jpg,147,119,1078,596,5,0
car_ims/000432.jpg,35,168,613,392,5,0
car_ims/000433.jpg,64,202,898,574,5,0
car_ims/000434.jpg,86,292,1176,639,5,0
car_ims/000435.jpg,19,126,598,421,5,0
car_ims/000436.jpg,114,106,492,292,5,0
car_ims/000437.jpg,62,150,543,339,5,0
car_ims/000438.jpg,6,3,932,639,5,0
car_ims/000439.jpg,64,240,1508,943,5,0
car_ims/000440.jpg,180,205,538,400,5,0
car_ims/000441.jpg,16,136,775,418,5,0
car_ims/000442.jpg,118,402,1011,733,5,0
car_ims/000443.jpg,97,111,928,486,5,0
car_ims/000444.jpg,33,150,619,409,5,0
car_ims/000445.jpg,30,200,680,452,5,0
car_ims/000446.jpg,46,86,557,287,5,0
car_ims/000447.jpg,17,80,735,492,5,0
car_ims/000448.jpg,228,623,1813,1322,5,0
car_ims/000449.jpg,146,92,689,356,5,0
car_ims/000450.jpg,126,65,735,347,5,1
car_ims/000451.jpg,37,172,559,412,5,1
car_ims/000452.jpg,50,73,567,446,5,1
car_ims/000453.jpg,15,21,632,288,5,1
car_ims/000454.jpg,22,117,513,331,5,1
car_ims/000455.jpg,83,28,490,307,5,1
car_ims/000456.jpg,12,99,559,348,5,1
car_ims/000457.jpg,73,210,439,359,5,1
car_ims/000458.jpg,95,232,618,428,5,1
car_ims/000459.jpg,55,234,754,492,5,1
car_ims/000460.jpg,22,96,496,275,5,1
car_ims/000461.jpg,27,74,774,449,5,1
car_ims/000462.jpg,54,225,499,610,5,1
car_ims/000463.jpg,86,184,723,425,5,1
car_ims/000464.jpg,289,433,1462,904,5,1
car_ims/000465.jpg,124,469,1375,1105,5,1
car_ims/000466.jpg,21,218,771,511,5,1
car_ims/000467.jpg,10,223,1522,985,5,1
car_ims/000468.jpg,20,67,805,567,5,1
car_ims/000469.jpg,15,1,545,347,5,1
car_ims/000470.jpg,25,23,761,529,5,1
car_ims/000471.jpg,51,117,698,399,5,1
car_ims/000472.jpg,22,88,609,437,5,1
car_ims/000473.jpg,78,110,410,314,5,1
car_ims/000474.jpg,122,149,743,455,5,1
car_ims/000475.jpg,44,147,595,435,5,1
car_ims/000476.jpg,90,109,422,210,5,1
car_ims/000477.jpg,35,575,1254,951,5,1
car_ims/000478.jpg,24,149,712,383,5,1
car_ims/000479.jpg,180,199,636,430,5,1
car_ims/000480.jpg,17,108,624,431,5,1
car_ims/000481.jpg,26,132,1009,675,5,1
car_ims/000482.jpg,99,270,844,583,5,1
car_ims/000483.jpg,530,618,1941,1110,5,1
car_ims/000484.jpg,123,82,371,246,5,1
car_ims/000485.jpg,336,217,633,432,5,1
car_ims/000486.jpg,25,1,786,634,5,1
car_ims/000487.jpg,30,27,552,306,5,1
car_ims/000488.jpg,40,108,1250,752,5,1
car_ims/000489.jpg,55,149,531,359,5,1
car_ims/000490.jpg,46,15,289,181,5,1
car_ims/000491.jpg,10,55,589,353,5,1
car_ims/000492.jpg,5,5,372,290,5,1
car_ims/000493.jpg,102,100,724,510,5,1
car_ims/000494.jpg,300,221,685,418,6,0
car_ims/000495.jpg,103,361,1075,719,6,0
car_ims/000496.jpg,135,132,535,330,6,0
car_ims/000497.jpg,92,45,534,267,6,0
car_ims/000498.jpg,451,625,2092,1763,6,0
car_ims/000499.jpg,25,55,456,279,6,0
car_ims/000500.jpg,46,69,583,363,6,0
car_ims/000501.jpg,87,235,740,517,6,0
car_ims/000502.jpg,133,431,1962,1072,6,0
car_ims/000503.jpg,55,53,567,269,6,0
car_ims/000504.jpg,78,164,411,284,6,0
car_ims/000505.jpg,39,141,594,355,6,0
car_ims/000506.jpg,21,93,479,331,6,0
car_ims/000507.jpg,49,322,925,646,6,0
car_ims/000508.jpg,102,211,786,485,6,0
car_ims/000509.jpg,42,17,440,282,6,0
car_ims/000510.jpg,337,375,1116,745,6,0
car_ims/000511.jpg,95,62,402,306,6,0
car_ims/000512.jpg,19,74,381,232,6,0
car_ims/000513.jpg,338,82,1133,733,6,0
car_ims/000514.jpg,79,163,539,393,6,0
car_ims/000515.jpg,4,60,519,283,6,0
car_ims/000516.jpg,68,138,591,469,6,0
car_ims/000517.jpg,82,33,542,234,6,0
car_ims/000518.jpg,17,62,425,314,6,0
car_ims/000519.jpg,39,127,595,360,6,0
car_ims/000520.jpg,61,46,682,336,6,0
car_ims/000521.jpg,48,36,572,300,6,0
car_ims/000522.jpg,25,44,559,273,6,0
car_ims/000523.jpg,33,148,598,368,6,0
car_ims/000524.jpg,49,113,463,280,6,0
car_ims/000525.jpg,65,101,650,453,6,0
car_ims/000526.jpg,56,92,446,327,6,0
car_ims/000527.jpg,54,81,728,422,6,0
car_ims/000528.jpg,62,145,450,422,6,0
car_ims/000529.jpg,19,59,334,258,6,0
car_ims/000530.jpg,189,198,756,468,6,0
car_ims/000531.jpg,19,138,571,424,6,0
car_ims/000532.jpg,7,41,787,431,6,0
car_ims/000533.jpg,88,292,1202,770,6,1
car_ims/000534.jpg,91,40,509,350,6,1
car_ims/000535.jpg,55,104,591,386,6,1
car_ims/000536.jpg,73,421,1525,1114,6,1
car_ims/000537.jpg,102,130,574,310,6,1
car_ims/000538.jpg,67,298,951,620,6,1
car_ims/000539.jpg,17,69,423,273,6,1
car_ims/000540.jpg,16,95,636,383,6,1
car_ims/000541.jpg,23,91,380,222,6,1
car_ims/000542.jpg,99,71,702,379,6,1
car_ims/000543.jpg,161,167,806,430,6,1
car_ims/000544.jpg,10,42,621,362,6,1
car_ims/000545.jpg,78,75,594,325,6,1
car_ims/000546.jpg,136,424,1973,1075,6,1
car_ims/000547.jpg,867,740,2240,1501,6,1
car_ims/000548.jpg,3,60,583,320,6,1
car_ims/000549.jpg,105,184,473,329,6,1
car_ims/000550.jpg,67,85,541,307,6,1
car_ims/000551.jpg,604,361,1501,1068,6,1
car_ims/000552.jpg,133,177,587,437,6,1
car_ims/000553.jpg,77,261,547,422,6,1
car_ims/000554.jpg,83,134,1132,594,6,1
car_ims/000555.jpg,69,167,587,365,6,1
car_ims/000556.jpg,38,114,619,345,6,1
car_ims/000557.jpg,86,142,520,349,6,1
car_ims/000558.jpg,106,182,548,427,6,1
car_ims/000559.jpg,215,155,473,316,6,1
car_ims/000560.jpg,91,48,505,359,6,1
car_ims/000561.jpg,40,203,1021,575,6,1
car_ims/000562.jpg,107,252,1183,783,6,1
car_ims/000563.jpg,182,276,1069,622,6,1
car_ims/000564.jpg,112,30,486,329,6,1
car_ims/000565.jpg,150,113,458,266,6,1
car_ims/000566.jpg,228,39,410,237,6,1
car_ims/000567.jpg,128,167,674,380,6,1
car_ims/000568.jpg,101,72,497,278,6,1
car_ims/000569.jpg,31,328,1468,949,6,1
car_ims/000570.jpg,60,105,552,337,6,1
car_ims/000571.jpg,103,81,408,273,6,1
car_ims/000572.jpg,5,5,498,211,7,0
car_ims/000573.jpg,37,216,746,502,7,0
car_ims/000574.jpg,1,239,1436,932,7,0
car_ims/000575.jpg,57,3,615,461,7,0
car_ims/000576.jpg,30,81,274,163,7,0
